concessionaria_ped;praca_de_pedagio;rodovia_ped;uf_ped;km_m_ped;municipio_ped;sentido_ped;situacao_ped;latitude_ped;longitude_ped;concessionaria_rad;tipo_de_radar;rodovia_rad;uf_rad;km_m_rad;municipio;tipo_pista;sentido_rad;situacao_rad;latitude_rad;longitude_rad;velocidade_leve;velocidade_pesado;UF_rod;extencao_km_federal
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;MG;527,14;Caratinga;Principal;Crescente;Ativo;-19,789842;-42,136723;30;30;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;MG;527,29;Caratinga;Principal;Decrescente;Ativo;-19,791157;-42,137105;30;30;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;528,595;Caratinga;Principal;Crescente;Ativo;-19,802239;-42,136817;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;528,755;Caratinga;Principal;Decrescente;Ativo;-19,803494;-42,136042;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;536,885;Santa Rita de Minas;Principal;Crescente/Decrescente;Ativo;-19,870491;-42,133779;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;550,15;Santa Bárbara do Leste;Principal;Crescente/Decrescente;Ativo;-19,977516;-42,139335;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;MG;672,275;Miradouro;Principal;Crescente;Ativo;-20,888099;-42,34012;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;MG;672,425;Miradouro;Principal;Decrescente;Ativo;-20,889364;-42,339606;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;MG;700,705;Muriaé;Principal;Crescente;Ativo;-21,111633;-42,380914;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;RJ;31,125;Sapucaia;Principal;Decrescente;Ativo;-22,079484;-42,798957;30;30;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;486,915;Inhapim;Principal;Crescente;Ativo;-19,452405;-42,128979;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;RJ;70,165;Teresópolis;Principal;Crescente;Ativo;-22,31573;-42,93804;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;RJ;70,255;Teresópolis;Principal;Decrescente;Ativo;-22,316471;-42,937709;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;98,47;Guapimirim;Principal;Crescente;Ativo;-22,480926;-42,996295;40;40;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;98,68;Guapimirim;Principal;Decrescente;Ativo;-22,48334;-42,99645;40;40;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;519,735;Caratinga;Principal;Decrescente;Ativo;-19,7261;-42,132895;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;487,155;Inhapim;Principal;Decrescente;Ativo;-19,45284;-42,1292;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;415,52;Governador Valadares;Principal;Decrescente;Ativo;-18,89438;-41,94753;30;30;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;81,915;Teresópolis;Principal;Crescente;Ativo;-22,400853;-42,954024;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;180,205;Belford Roxo;Principal;Crescente;Ativo;-22,765832;-43,414113;100;80;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;412,555;Governador Valadares;Principal;Decrescente;Ativo;-18,87752;-41,96273;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;426,855;Alpercata;Principal;Decrescente;Ativo;-18,976962;-41,98254;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;MG;507,76;Ubaporanga;Principal;Decrescente;Ativo;-19,628317;-42,106262;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;537,285;Santa Rita de Minas;Principal;Crescente/Decrescente;Ativo;-19,873768;-42,132397;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;409,63;Governador Valadares;Principal;Crescente;Ativo;-18,855386;-41,975951;30;30;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;409,675;Governador Valadares;Principal;Decrescente;Ativo;-18,855671;-41,975587;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;410,32;Governador Valadares;Principal;Crescente;Ativo;-18,86135;-41,974572;40;40;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;410,36;Governador Valadares;Principal;Decrescente;Ativo;-18,861639;-41,974038;40;40;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;700,705;Muriaé;Principal;Decrescente;Ativo;-21,111661;-42,380767;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;MG;701,9;Muriaé;Principal;Crescente;Ativo;-21,178522;-42,373054;40;40;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;702,05;Muriaé;Principal;Decrescente;Ativo;-21,186662;-42,367155;40;40;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;703,85;Muriaé;Principal;Crescente;Ativo;-21,136393;-42,386893;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;704,215;Muriaé;Principal;Decrescente;Ativo;-21,13871;-42,384563;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;710,235;Muriaé;Principal;Decrescente;Ativo;-21,180376;-42,37252;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;MG;711,315;Muriaé;Principal;Decrescente;Ativo;-21,188074;-42,366924;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;769,115;Leopoldina;Principal;Crescente/Decrescente;Ativo;-21,549879;-42,669293;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;770,245;Leopoldina;Principal;Crescente;Ativo;-21,553421;-42,677485;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;MG;770,245;Leopoldina;Principal;Decrescente;Ativo;-21,55339;-42,677364;60;60;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;781,485;Leopoldina;Principal;Crescente;Ativo;-21,625828;-42,699463;40;40;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;781,735;Leopoldina;Principal;Decrescente;Ativo;-21,627696;-42,699287;40;40;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;815,425;Além Paraíba;Principal;Crescente;Ativo;-21,865064;-42,672251;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;MG;815,68;Além Paraíba;Principal;Decrescente;Ativo;-21,866958;-42,671022;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-465;RJ;4,63;Seropédica;Principal;Crescente/Decrescente;Ativo;-22,741809;-43,704686;40;40;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-465;RJ;7,508;Seropédica;Principal;Decrescente;Ativo;-22,762017;-43,685441;30;30;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-465;RJ;9,96;Seropédica;Principal;Crescente/Decrescente;Ativo;-22,773583;-43,667195;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-465;RJ;13,138;Seropédica;Principal;Crescente/Decrescente;Ativo;-22,796876;-43,646654;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-465;RJ;14,36;Seropédica;Principal;Crescente/Decrescente;Ativo;-22,805121;-43,638536;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-465;RJ;20,21;Nova Iguaçu;Principal;Crescente/Decrescente;Ativo;-22,846071;-43,605859;50;50;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-465;RJ;21,22;Nova Iguaçu;Principal;Crescente/Decrescente;Ativo;-22,853409;-43,601948;30;30;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-493;RJ;19,215;Magé;Principal;Crescente/Decrescente;Ativo;-22,66504;-43,03029;30;30;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;180,11;Belford Roxo;Principal;Decrescente;Ativo;-22,765991;-43,414247;100;80;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;182,085;Nova Iguaçu;Principal;Decrescente;Ativo;-22,757356;-43,430584;100;80;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;184,248;Nova Iguaçu;Principal;Decrescente;Ativo;-22,7459;-43,447;100;80;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;185,345;Nova Iguaçu;Principal;Crescente;Ativo;-22,740634;-43,414113;100;80;;
;;;;;;;;;;ECOVIAS RIO MINAS;Controlador;BR-116;RJ;186,955;Nova Iguaçu;Principal;Crescente;Ativo;-22,738883;-43,471171;100;80;;
;;;;;;;;;;ECOVIAS RIO MINAS;Redutor;BR-116;RJ;30,85;Sapucaia;Principal;Crescente;Ativo;-22,078243;-42,797359;40;40;;
;;;;;;;;;;ELOVIAS;Controlador;BR-40;RJ;24,9;Três Rios;Principal;Decrescente;Ativo;-22,148066;-43,158292;70;70;;
;;;;;;;;;;ELOVIAS;Controlador;BR-40;RJ;64,7;Petrópolis;Principal;Crescente;Ativo;-22,427058;-43,158645;70;70;;
;;;;;;;;;;ELOVIAS;Controlador;BR-40;MG;781;Juiz de Fora;Principal;Decrescente;Ativo;-21,705447;-43,450948;70;70;;
;;;;;;;;;;ELOVIAS;Controlador;BR-40;MG;780,9;Juiz de Fora;Principal;Crescente;Ativo;-21,704476;-43,451743;70;70;;
;;;;;;;;;;ELOVIAS;Controlador;BR-40;MG;784,6;Juiz de Fora;Principal;Decrescente;Ativo;-21,732482;-43,43931;70;70;;
;;;;;;;;;;ELOVIAS;Controlador;BR-40;MG;815,2;Matias Barbosa;Principal;Crescente;Ativo;-21,918528;-43,322804;70;70;;
;;;;;;;;;;ELOVIAS;Controlador;BR-40;MG;815,8;Matias Barbosa;Principal;Decrescente;Ativo;-21,923099;-43,320567;70;70;;
;;;;;;;;;;ELOVIAS;Controlador;BR-40;RJ;65;Petrópolis;Principal;Decrescente;Ativo;-22,428082;-43,16175;70;70;;
;;;;;;;;;;ELOVIAS;Controlador;BR-40;RJ;72,5;Petrópolis;Principal;Crescente;Ativo;-22,46162;-43,222137;70;70;;
;;;;;;;;;;ELOVIAS;Controlador;BR-40;RJ;74,6;Petrópolis;Principal;Decrescente;Ativo;-22,479247;-43,217286;70;70;;
;;;;;;;;;;ELOVIAS;Controlador;BR-40;RJ;80;Petrópolis;Principal;Crescente;Ativo;-22,498044;-43,228858;70;70;;
;;;;;;;;;;ELOVIAS;Controlador;BR-40;RJ;80,16;Petrópolis;Principal;Decrescente;Ativo;-22,519988;-43,228025;70;70;;
;;;;;;;;;;ELOVIAS;Controlador;BR-40;RJ;83,7;Petrópolis;Principal;Crescente;Ativo;-22,521737;-43,235255;70;70;;
;;;;;;;;;;ELOVIAS;Controlador;BR-40;RJ;86,8;Petrópolis;Principal;Crescente;Ativo;-22,542299;-43,233504;70;70;;
;;;;;;;;;;ELOVIAS;Controlador;BR-40;RJ;96,44;Duque de Caxias;Principal;Decrescente;Ativo;-22,582992;-43,262401;50;50;;
;;;;;;;;;;ELOVIAS;Controlador;BR-40;RJ;105,9;Duque de Caxias;Principal;Decrescente;Ativo;-22,646195;-43,283664;90;90;;
;;;;;;;;;;EPR IGUAÇU;Redutor;BR-277;PR;305,55;Prudentópolis;Principal;Crescente;Ativo;-25,298716;-51,143938;60;60;;
;;;;;;;;;;EPR IGUAÇU;Redutor;BR-277;PR;305,55;Prudentópolis;Principal;Decrescente;Ativo;-25,298716;-51,143938;60;60;;
;;;;;;;;;;EPR IGUAÇU;Redutor;BR-277;PR;368;Guarapuava;Principal;Crescente;Ativo;-25,413785;-51,675873;60;60;;
;;;;;;;;;;EPR IGUAÇU;Redutor;BR-277;PR;368;Guarapuava;Principal;Decrescente;Ativo;-25,413785;-51,675873;60;60;;
;;;;;;;;;;EPR IGUAÇU;Redutor;BR-277;PR;609,5;Céu Azul;Principal;Crescente;Ativo;-25,050614;-53,6203;50;50;;
;;;;;;;;;;EPR IGUAÇU;Redutor;BR-277;PR;609,5;Céu Azul;Principal;Decrescente;Ativo;-25,050614;-53,6203;50;50;;
;;;;;;;;;;EPR IGUAÇU;Redutor;BR-277;PR;650,5;Céu Azul;Principal;Crescente;Ativo;-25,194783;-53,94127;60;60;;
;;;;;;;;;;EPR IGUAÇU;Redutor;BR-277;PR;650,5;Céu Azul;Principal;Decrescente;Ativo;-25,194783;-53,94127;60;60;;
;;;;;;;;;;EPR IGUAÇU;Controlador;BR-277;PR;659,1;Matelândia;Principal;Crescente;Ativo;-25,24973;-53,983899;60;60;;
;;;;;;;;;;EPR IGUAÇU;Controlador;BR-277;PR;659,1;Matelândia;Principal;Crescente;Ativo;-25,24973;-53,983899;60;60;;
;;;;;;;;;;EPR IGUAÇU;Controlador;BR-277;PR;659,1;Matelândia;Principal;Crescente;Ativo;-25,24973;-53,983899;60;60;;
;;;;;;;;;;EPR IGUAÇU;Redutor;BR-277;PR;723;Foz do Iguaçu;Principal;Crescente;Ativo;-25,498904;-54,530153;60;60;;
;;;;;;;;;;EPR IGUAÇU;Redutor;BR-277;PR;723;Foz do Iguaçu;Principal;Crescente;Ativo;-25,498904;-54,530153;60;60;;
;;;;;;;;;;EPR IGUAÇU;Controlador;BR-277;PR;726,9;Foz do Iguaçu;Principal;Decrescente;Ativo;-25,51022;-54,565554;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;BR-369;PR;18,4;Cambará;Principal;Crescente;Ativo;-23,0362;-50,0684;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;BR-369;PR;86,25;Cornélio Procópio;Principal;Crescente;Ativo;-23,1734;-50,62;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;BR-277;PR;36,4;Morretes;Principal;Decrescente;Ativo;-25,5713;-48,8397;80;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;BR-153;PR;31,15;Santo Antônio da Platina;Principal;Crescente;Ativo;-23,2253;-50,0253;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;BR-153;PR;41,9;Santo Antônio da Platina;Principal;Crescente;Ativo;-23,2968;-50,0682;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;BR-153;PR;41,95;Santo Antônio da Platina;Principal;Decrescente;Ativo;-23,2972;-50,0685;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;BR-277;PR;35,5;Morretes;Principal;Decrescente;Ativo;-25,5737;-48,8313;80;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;BR-277;PR;1,12;Paranaguá;Principal;Decrescente;Ativo;-25,529;-48,5479;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;BR-277;PR;0,95;Paranaguá;Principal;Crescente;Ativo;-25,5275;-48,5477;40;40;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;BR-369;PR;19,97;Cambará;Principal;Decrescente;Ativo;-23,0375;-50,0827;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;BR-369;PR;86,33;Cornélio Procópio;Principal;Decrescente;Ativo;-23,1737;-50,6207;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;92;PR;219,8;Arapoti;Principal;Crescente;Ativo;-24,1354;-49,8321;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;92;PR;220,2;Arapoti;Principal;Decrescente;Ativo;-24,1333;-49,8353;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;92;PR;280,22;Siqueira Campos;Principal;Crescente;Ativo;-23,6868;-49,8215;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;92;PR;280,24;Siqueira Campos;Principal;Decrescente;Ativo;-23,6867;-49,8217;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;151;PR;195,9;Jaguariaíva;Principal;Decrescente;Ativo;-24,1778;-49,6151;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;151;PR;195,8;Jaguariaíva;Principal;Crescente;Ativo;-24,1767;-49,6141;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;151;PR;260,2;Piraí do Sul;Principal;Crescente;Ativo;-24,5546;-49,9318;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;151;PR;297,8;Carambeí;Principal;Crescente;Ativo;-24,8675;-50,037;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;151;PR;298;Carambeí;Principal;Decrescente;Ativo;-24,8685;-50,038;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;151;PR;307,4;Carambeí;Principal;Crescente;Ativo;-24,9291;-50,0999;80;80;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;151;PR;315,6;Carambeí;Principal;Crescente;Ativo;-24,9949;-50,1263;80;80;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;BR-277;PR;41,4;Morretes;Principal;Decrescente;Ativo;-25,5846;-48,8764;80;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;407;PR;0;Paranaguá;Principal;Crescente;Ativo;-25,5601;-48,5823;40;40;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;Acesso BR-277 2;PR;2,07;Paranaguá;Principal;Decrescente;Ativo;-25,5489;-48,5484;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;Acesso BR-277 2;PR;2,07;Paranaguá;Principal;Crescente;Ativo;-25,5489;-48,5484;60;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;BR-277;PR;32;Morretes;Principal;Crescente;Ativo;-25,5602;-48,8139;80;60;;
;;;;;;;;;;LITORAL PIONEIRO;Controlador;BR-277;PR;33,3;Morretes;Principal;Decrescente;Ativo;-25,5681;-48,8118;80;60;;
;;;;;;;;;;NOVA 381;Redutor;BR-381;MG;243,86;Santana do Paraíso;Principal;Crescente/Decrescente;Ativo;-19,4544;-42,52189;50;50;;
;;;;;;;;;;NOVA 381;Controlador;BR-381;MG;333,45;Bela Vista de Minas;Principal;Crescente;Ativo;-19,818495;-43,067607;50;50;;
;;;;;;;;;;NOVA 381;Controlador;BR-381;MG;336,022;Bela Vista de Minas;Principal;Crescente/Decrescente;Ativo;-19,82835;-43,08779;50;50;;
;;;;;;;;;;NOVA 381;Redutor;BR-381;MG;354,62;João Monlevade;Principal;Crescente;Ativo;-19,85059;-43,21134;60;60;;
;;;;;;;;;;NOVA 381;Redutor;BR-381;MG;375,32;São Gonçalo do Rio Abaixo;Principal;Crescente/Decrescente;Ativo;-19,83093;-43,356144;60;60;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;265,851;Dourados;Principal;Decrescente;Ativo;-22,21926;-54,724047;40;40;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;265,85;Dourados;Principal;Decrescente;Ativo;-22,21926;-54,724047;40;40;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;728,97;Coxim;Principal;Crescente/Decrescente;Ativo;-18,51441;-54,73719;60;60;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;727,22;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;-18,530077;-54,741251;40;40;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;681,45;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;-18,907938;-54,840658;60;60;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;615,501;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;-19,344893;-54,571672;40;40;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;615,5;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;-19,344893;-54,571672;40;39;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;413,17;Sidrolândia;Principal;Crescente/Decrescente;Ativo;-21,0517;-54,498883;100;80;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;617,74;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;-19,37327;-54,581459;60;60;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;548,44;Bandeirantes;Principal;Crescente/Decrescente;Ativo;-19,918372;-54,36857;40;40;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;548,82;Bandeirantes;Principal;Crescente/Decrescente;Ativo;-19,915095;-54,36955;40;40;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;616,6;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;-19,382116;-54,576027;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;725,465;Coxim;Principal;Crescente/Decrescente;Ativo;-18,544525;-54,746877;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;5,18;Mundo Novo;Principal;Crescente/Decrescente;Ativo;-24,010345;-54,305205;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;17,6;Mundo Novo;Principal;Crescente/Decrescente;Ativo;-23,945694;-54,2836;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;491,801;Campo Grande;Principal;Decrescente;Ativo;-20,387276;-54,548019;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;491,8;Campo Grande;Principal;Decrescente;Ativo;-20,387276;-54,548019;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;547,42;Bandeirantes;Principal;Crescente/Decrescente;Ativo;-19,92723;-54,366066;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;575,3;Bandeirantes;Principal;Crescente/Decrescente;Ativo;-19,679582;-54,350129;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;307,2;Douradina;Principal;Crescente/Decrescente;Ativo;-21,91778;-54,534979;80;80;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;308,25;Rio Brilhante;Principal;Crescente/Decrescente;Ativo;-21,908149;-54,533082;80;80;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;614,17;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;-19,400625;-54,564441;40;40;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;493,27;Campo Grande;Principal;Crescente/Decrescente;Ativo;-20,37837;-54,53802;100;80;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;767,67;Coxim;Principal;Crescente/Decrescente;Ativo;-18,185793;-54,654673;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;36,8;Eldorado;Principal;Crescente/Decrescente;Ativo;-23,80389;-54,305911;100;80;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;37,58;Eldorado;Principal;Crescente/Decrescente;Ativo;-23,801533;-54,298772;100;80;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;680,43;Rio Verde de Mato Grosso;Principal;Crescente/Decrescente;Ativo;-18,916241;-54,838486;40;40;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;730,3;Coxim;Principal;Crescente/Decrescente;Ativo;-18,503097;-54,733498;40;40;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;218,1;Caarapó;Principal;Crescente/Decrescente;Ativo;-22,55386;-54,83306;100;80;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;420,49;Campo Grande;Principal;Crescente/Decrescente;Ativo;-20,986606;-54,505924;40;40;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;420,53;Campo Grande;Principal;Crescente/Decrescente;Ativo;-20,986606;-54,505924;40;40;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;420,53;Campo Grande;Principal;Crescente/Decrescente;Ativo;-20,986606;-54,505924;40;40;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;526,398;Jaraguari;Principal;Crescente/Decrescente;Ativo;-20,102531;-54,439985;40;40;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;526,43;Jaraguari;Principal;Crescente/Decrescente;Ativo;-20,102531;-54,439985;40;40;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;527,009;Jaraguari;Principal;Crescente/Decrescente;Ativo;-20,09767;-54,437691;40;40;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;527;Jaraguari;Principal;Crescente/Decrescente;Ativo;-20,09767;-54,437691;40;40;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;649,059;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;-19,162209;-54,759449;100;80;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;649,06;São Gabriel do Oeste;Principal;Crescente/Decrescente;Ativo;-19,162209;-54,759449;100;80;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;419,874;Campo Grande;Principal;Crescente/Decrescente;Ativo;-20,992381;-54,506582;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;419,87;Campo Grande;Principal;Crescente/Decrescente;Ativo;-20,992381;-54,506582;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;421,494;Campo Grande;Principal;Crescente/Decrescente;Ativo;-20,977829;-54,504894;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;421,5;Campo Grande;Principal;Crescente/Decrescente;Ativo;-20,977829;-54,504894;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;421,5;Campo Grande;Principal;Crescente/Decrescente;Ativo;-20,977829;-54,504894;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;487,479;Campo Grande;Principal;Crescente/Decrescente;Ativo;-20,419893;-54,546449;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;487,5;Campo Grande;Principal;Crescente/Decrescente;Ativo;-20,419893;-54,546449;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;253,7;Dourados;Principal;Crescente;Ativo;-22,273814;-54,818604;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;254,016;Dourados;Principal;Decrescente;Ativo;-22,271718;-54,816481;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;254,015;Dourados;Principal;Decrescente;Ativo;-22,271718;-54,816481;60;60;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;255,8;Dourados;Principal;Crescente;Ativo;-22,260623;-54,804015;60;60;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;265,85;Dourados;Principal;Crescente/Decrescente;Ativo;-22,21926;-54,724047;40;40;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;343,35;Rio Brilhante;Principal;Crescente/Decrescente;Ativo;-21,646333;-54,421858;60;60;;
;;;;;;;;;;PANTANAL;Redutor;BR-163;MS;18,5;Mundo Novo;Principal;Crescente/Decrescente;Ativo;-23,938598;-54,281076;40;40;;
;;;;;;;;;;PANTANAL;Controlador;BR-163;MS;690,6;Rio Verde de Mato Grosso;Principal;Crescente;Ativo;-18,834186;-54,813606;100;80;;
